t	v
20.8	-69.5569
20.9	-69.5114
21	-69.4658
21.1	-69.4205
21.2	-69.3754
21.3	-69.3308
21.4	-69.2867
21.5	-69.2431
21.6	-69.2003
21.7	-69.1582
21.8	-69.1168
21.9	-69.0763
22	-69.0367
22.1	-68.9979
22.2	-68.96
22.3	-68.9231
22.4	-68.8871
22.5	-68.852
22.6	-68.8179
22.7	-68.7847
22.8	-68.7524
22.9	-68.7211
23	-68.6907
23.1	-68.6611
23.2	-68.6325
23.3	-68.6048
23.4	-68.5779
23.5	-68.5519
23.6	-68.5267
23.7	-68.5023
23.8	-68.4787
23.9	-68.4559
24	-68.4339
24.1	-68.4127
24.2	-68.3921
24.3	-68.3723
24.4	-68.3532
24.5	-68.3347
24.6	-68.317
24.7	-68.2998
24.8	-68.2833
24.9	-68.2674
25	-68.2522
25.1	-68.2375
25.2	-68.2233
25.3	-68.2097
25.4	-68.1967
25.5	-68.1842
25.6	-68.1722
25.7	-68.1607
25.8	-68.1496
25.9	-68.1391
26	-68.129
26.1	-68.1193
26.2	-68.1101
26.3	-68.1013
26.4	-68.0929
26.5	-68.0849
26.6	-68.0773
26.7	-68.0701
26.8	-68.0632
26.9	-68.0567
27	-68.0506
27.1	-68.0448
27.2	-68.0393
27.3	-68.0342
27.4	-68.0293
27.5	-68.0248
27.6	-68.0206
27.7	-68.0166
27.8	-68.013
27.9	-68.0096
28	-68.0065
28.1	-68.0037
28.2	-68.0011
28.3	-67.9987
28.4	-67.9966
28.5	-67.9948
28.6	-67.9932
28.7	-67.9918
28.8	-67.9906
28.9	-67.9896
29	-67.9889
29.1	-67.9883
29.2	-67.9879
29.3	-67.9878
29.4	-67.9878
29.5	-67.988
29.6	-67.9884
29.7	-67.989
29.8	-67.9897
29.9	-67.9906
30	-67.9917
30.1	-67.9929
30.2	-67.9943
30.3	-67.9958
30.4	-67.9975
30.5	-67.9993
30.6	-68.0008
30.7	-68.0011
30.8	-67.9996
30.9	-67.9963
31	-67.9913
31.1	-67.9846
31.2	-67.9766
31.3	-67.9673
31.4	-67.957
31.5	-67.9458
31.6	-67.9339
31.7	-67.9215
31.8	-67.9087
31.9	-67.8955
32	-67.8822
32.1	-67.8687
32.2	-67.8553
32.3	-67.8418
32.4	-67.8285
32.5	-67.8153
32.6	-67.8024
32.7	-67.7897
32.8	-67.7772
32.9	-67.7651
33	-67.7533
33.1	-67.7418
33.2	-67.7307
33.3	-67.72
33.4	-67.7097
33.5	-67.6997
33.6	-67.6902
33.7	-67.6811
33.8	-67.6724
33.9	-67.6641
34	-67.6561
34.1	-67.6486
34.2	-67.6415
34.3	-67.6348
34.4	-67.6285
34.5	-67.6225
34.6	-67.617
34.7	-67.6118
34.8	-67.607
34.9	-67.6025
35	-67.5984
35.1	-67.5946
35.2	-67.5912
35.3	-67.5881
35.4	-67.5853
35.5	-67.5828
35.6	-67.5807
35.7	-67.5788
35.8	-67.5772
35.9	-67.5759
36	-67.5749
36.1	-67.5741
36.2	-67.5736
36.3	-67.5734
36.4	-67.5734
36.5	-67.5736
36.6	-67.5741
36.7	-67.5748
36.8	-67.5758
36.9	-67.5769
37	-67.5783
37.1	-67.5798
37.2	-67.5816
37.3	-67.5835
37.4	-67.5856
37.5	-67.5879
37.6	-67.5904
37.7	-67.5931
37.8	-67.5959
37.9	-67.5989
38	-67.602
38.1	-67.6053
38.2	-67.6087
38.3	-67.6123
38.4	-67.616
38.5	-67.6198
38.6	-67.6238
38.7	-67.6279
38.8	-67.6322
38.9	-67.6365
39	-67.641
39.1	-67.6455
39.2	-67.6502
39.3	-67.655
39.4	-67.6599
39.5	-67.6649
39.6	-67.67
39.7	-67.6752
39.8	-67.6805
39.9	-67.6858
40	-67.6913
40.1	-67.6968
40.2	-67.7025
40.3	-67.7082
40.4	-67.7139
40.5	-67.7198
40.6	-67.7257
40.7	-67.7317
40.8	-67.7377
40.9	-67.7438
41	-67.75
41.1	-67.7563
41.2	-67.7626
41.3	-67.7689
41.4	-67.7753
41.5	-67.7818
41.6	-67.7883
41.7	-67.7949
41.8	-67.8015
41.9	-67.8082
42	-67.8149
42.1	-67.8216
42.2	-67.8284
42.3	-67.8353
42.4	-67.8421
42.5	-67.849
42.6	-67.856
42.7	-67.863
42.8	-67.87
42.9	-67.877
43	-67.8841
43.1	-67.8912
43.2	-67.8983
43.3	-67.9055
43.4	-67.9127
43.5	-67.9199
43.6	-67.9271
43.7	-67.9344
43.8	-67.9417
43.9	-67.949
44	-67.9563
44.1	-67.9636
44.2	-67.971
44.3	-67.9784
44.4	-67.9858
44.5	-67.9932
44.6	-68.0006
44.7	-68.008
44.8	-68.0155
44.9	-68.0229
45	-68.0304
45.1	-68.0379
45.2	-68.0454
45.3	-68.0529
45.4	-68.0604
45.5	-68.0679
45.6	-68.0754
45.7	-68.0829
45.8	-68.0905
45.9	-68.098
46	-68.1055
46.1	-68.1131
46.2	-68.1206
46.3	-68.1281
46.4	-68.1357
46.5	-68.1432
46.6	-68.1508
46.7	-68.1583
46.8	-68.1659
46.9	-68.1734
47	-68.1809
47.1	-68.1885
47.2	-68.196
47.3	-68.2036
47.4	-68.2111
47.5	-68.2186
47.6	-68.2261
47.7	-68.2336
47.8	-68.2411
47.9	-68.2486
48	-68.2561
48.1	-68.2636
48.2	-68.2711
48.3	-68.2786
48.4	-68.286
48.5	-68.2935
48.6	-68.3009
48.7	-68.3084
48.8	-68.3158
48.9	-68.3232
49	-68.3306
49.1	-68.338
49.2	-68.3454
49.3	-68.3528
49.4	-68.3602
49.5	-68.3675
49.6	-68.3749
49.7	-68.3822
49.8	-68.3895
49.9	-68.3968
50	-68.4041
50.1	-68.4114
50.2	-68.4186
50.3	-68.4259
50.4	-68.4331
50.5	-68.4404
50.6	-68.4476
50.7	-68.4548
50.8	-68.4619
50.9	-68.4691
51	-68.4763
51.1	-68.4834
51.2	-68.4905
51.3	-68.4976
51.4	-68.5047
51.5	-68.5118
51.6	-68.5188
51.7	-68.5259
51.8	-68.5329
51.9	-68.5399
52	-68.5469
52.1	-68.5539
52.2	-68.5608
52.3	-68.5678
52.4	-68.5747
52.5	-68.5816
52.6	-68.5885
52.7	-68.5954
52.8	-68.6022
52.9	-68.6091
53	-68.6159
53.1	-68.6227
53.2	-68.6295
53.3	-68.6362
53.4	-68.643
53.5	-68.6497
53.6	-68.6564
53.7	-68.6631
53.8	-68.6698
53.9	-68.6764
54	-68.6831
54.1	-68.6897
54.2	-68.6963
54.3	-68.7028
54.4	-68.7094
54.5	-68.7159
54.6	-68.7225
54.7	-68.729
54.8	-68.7355
54.9	-68.7419
55	-68.7484
55.1	-68.7548
55.2	-68.7612
55.3	-68.7676
55.4	-68.7739
55.5	-68.7803
55.6	-68.7866
55.7	-68.7929
55.8	-68.7992
55.9	-68.8055
56	-68.8117
56.1	-68.818
56.2	-68.8242
56.3	-68.8304
56.4	-68.8365
56.5	-68.8427
56.6	-68.8488
56.7	-68.8549
56.8	-68.861
56.9	-68.8671
57	-68.8732
57.1	-68.8792
57.2	-68.8852
57.3	-68.8912
57.4	-68.8972
57.5	-68.9031
57.6	-68.9091
57.7	-68.915
57.8	-68.9209
57.9	-68.9268
58	-68.9326
58.1	-68.9385
58.2	-68.9443
58.3	-68.9501
58.4	-68.9559
58.5	-68.9616
58.6	-68.9674
58.7	-68.9731
58.8	-68.9788
58.9	-68.9845
59	-68.9901
59.1	-68.9958
59.2	-69.0014
59.3	-69.007
59.4	-69.0126
59.5	-69.0181
59.6	-69.0237
59.7	-69.0292
59.8	-69.0347
59.9	-69.0402
60	-69.0457
60.1	-69.0511
60.2	-69.0565
60.3	-69.0619
60.4	-69.0673
60.5	-69.0727
60.6	-69.0781
60.7	-69.0834
60.8	-69.0887
60.9	-69.094
61	-69.0993
61.1	-69.1045
61.2	-69.1098
61.3	-69.115
61.4	-69.1202
61.5	-69.1254
61.6	-69.1305
61.7	-69.1357
61.8	-69.1408
61.9	-69.1459
62	-69.151
62.1	-69.1561
62.2	-69.1611
62.3	-69.1662
62.4	-69.1712
62.5	-69.1762
62.6	-69.1812
62.7	-69.1861
62.8	-69.1911
62.9	-69.196
63	-69.2009
63.1	-69.2058
63.2	-69.2106
63.3	-69.2155
63.4	-69.2203
63.5	-69.2251
63.6	-69.2299
63.7	-69.2347
63.8	-69.2395
63.9	-69.2442
64	-69.2489
64.1	-69.2537
64.2	-69.2583
64.3	-69.263
64.4	-69.2677
64.5	-69.2723
64.6	-69.2769
64.7	-69.2815
64.8	-69.2861
64.9	-69.2907
65	-69.2952
65.1	-69.2998
65.2	-69.3043
65.3	-69.3088
65.4	-69.3133
65.5	-69.3178
65.6	-69.3222
65.7	-69.3266
65.8	-69.3311
65.9	-69.3355
66	-69.3398
66.1	-69.3442
66.2	-69.3485
66.3	-69.3529
66.4	-69.3572
66.5	-69.3615
66.6	-69.3658
66.7	-69.37
66.8	-69.3743
66.9	-69.3785
67	-69.3828
67.1	-69.387
67.2	-69.3911
67.3	-69.3953
67.4	-69.3995
67.5	-69.4036
67.6	-69.4077
67.7	-69.4118
67.8	-69.4159
67.9	-69.42
68	-69.4241
68.1	-69.4281
68.2	-69.4321
68.3	-69.4361
68.4	-69.4401
68.5	-69.4441
68.6	-69.4481
68.7	-69.452
68.8	-69.456
68.9	-69.4599
69	-69.4638
69.1	-69.4677
69.2	-69.4716
69.3	-69.4754
69.4	-69.4793
69.5	-69.4831
69.6	-69.4869
69.7	-69.4907
69.8	-69.4945
69.9	-69.4983
70	-69.502
70.1	-69.5058
70.2	-69.5095
70.3	-69.5132
70.4	-69.5169
70.5	-69.5206
70.6	-69.5242
70.7	-69.5279
70.8	-69.5315
70.9	-69.5352
71	-69.5388
71.1	-69.5424
71.2	-69.546
71.3	-69.5495
71.4	-69.5531
71.5	-69.5566
71.6	-69.5602
71.7	-69.5637
71.8	-69.5672
71.9	-69.5707
72	-69.5741
72.1	-69.5776
72.2	-69.581
72.3	-69.5845
72.4	-69.5879
72.5	-69.5913
72.6	-69.5947
72.7	-69.5981
72.8	-69.6014
72.9	-69.6048
73	-69.6081
73.1	-69.6114
73.2	-69.6148
73.3	-69.6181
73.4	-69.6213
73.5	-69.6246
73.6	-69.6279
73.7	-69.6311
73.8	-69.6344
73.9	-69.6376
74	-69.6408
74.1	-69.644
74.2	-69.6472
74.3	-69.6503
74.4	-69.6535
74.5	-69.6566
74.6	-69.6598
74.7	-69.6629
74.8	-69.666
74.9	-69.6691
75	-69.6722
75.1	-69.6753
75.2	-69.6783
75.3	-69.6814
75.4	-69.6844
75.5	-69.6874
75.6	-69.6904
75.7	-69.6934
75.8	-69.6964
75.9	-69.6994
76	-69.7024
76.1	-69.7053
76.2	-69.7083
76.3	-69.7112
76.4	-69.7141
76.5	-69.717
76.6	-69.7199
76.7	-69.7228
76.8	-69.7257
76.9	-69.7285
77	-69.7314
77.1	-69.7342
77.2	-69.7371
77.3	-69.7399
77.4	-69.7427
77.5	-69.7455
77.6	-69.7482
77.7	-69.751
77.8	-69.7538
77.9	-69.7565
78	-69.7593
78.1	-69.762
78.2	-69.7647
78.3	-69.7674
78.4	-69.7701
78.5	-69.7728
78.6	-69.7755
78.7	-69.7781
78.8	-69.7808
78.9	-69.7834
79	-69.7861
79.1	-69.7887
79.2	-69.7913
79.3	-69.7939
79.4	-69.7965
79.5	-69.7991
79.6	-69.8016
79.7	-69.8042
79.8	-69.8067
79.9	-69.8093
80	-69.8118
80.1	-69.8143
80.2	-69.8168
80.3	-69.8193
80.4	-69.8218
80.5	-69.8243
80.6	-69.8268
80.7	-69.8292
80.8	-69.8317
80.9	-69.8341
81	-69.8365
81.1	-69.839
81.2	-69.8414
81.3	-69.8438
81.4	-69.8462
81.5	-69.8485
81.6	-69.8509
81.7	-69.8533
81.8	-69.8556
81.9	-69.858
82	-69.8603
82.1	-69.8626
82.2	-69.8649
82.3	-69.8672
82.4	-69.8695
82.5	-69.8718
82.6	-69.8741
82.7	-69.8764
82.8	-69.8786
82.9	-69.8809
83	-69.8831
83.1	-69.8854
83.2	-69.8876
83.3	-69.8898
83.4	-69.892
83.5	-69.8942
83.6	-69.8964
83.7	-69.8986
83.8	-69.9007
83.9	-69.9029
84	-69.9051
84.1	-69.9072
84.2	-69.9093
84.3	-69.9115
84.4	-69.9136
84.5	-69.9157
84.6	-69.9178
84.7	-69.9199
84.8	-69.922
84.9	-69.9241
85	-69.9261
85.1	-69.9282
85.2	-69.9303
85.3	-69.9323
85.4	-69.9343
85.5	-69.9364
85.6	-69.9384
85.7	-69.9404
85.8	-69.9424
85.9	-69.9444
86	-69.9464
86.1	-69.9484
86.2	-69.9503
86.3	-69.9523
86.4	-69.9543
86.5	-69.9562
86.6	-69.9581
86.7	-69.9601
86.8	-69.962
86.9	-69.9639
87	-69.9658
87.1	-69.9677
87.2	-69.9696
87.3	-69.9715
87.4	-69.9734
87.5	-69.9753
87.6	-69.9771
87.7	-69.979
87.8	-69.9808
87.9	-69.9827
88	-69.9845
88.1	-69.9863
88.2	-69.9882
88.3	-69.99
88.4	-69.9918
88.5	-69.9936
88.6	-69.9954
88.7	-69.9972
88.8	-69.9989
88.9	-70.0007
89	-70.0025
89.1	-70.0042
89.2	-70.006
89.3	-70.0077
89.4	-70.0094
89.5	-70.0112
89.6	-70.0129
89.7	-70.0146
89.8	-70.0163
89.9	-70.018
90	-70.0197
90.1	-70.0214
90.2	-70.0231
90.3	-70.0247
90.4	-70.0264
90.5	-70.0281
90.6	-70.0297
90.7	-70.0314
90.8	-70.033
90.9	-70.0346
91	-70.0363
91.1	-70.0379
91.2	-70.0395
91.3	-70.0411
91.4	-70.0427
91.5	-70.0443
91.6	-70.0459
91.7	-70.0475
91.8	-70.049
91.9	-70.0506
92	-70.0522
92.1	-70.0537
92.2	-70.0553
92.3	-70.0568
92.4	-70.0584
92.5	-70.0599
92.6	-70.0614
92.7	-70.0629
92.8	-70.0644
92.9	-70.0659
93	-70.0674
93.1	-70.0689
93.2	-70.0704
93.3	-70.0719
93.4	-70.0734
93.5	-70.0749
93.6	-70.0763
93.7	-70.0778
93.8	-70.0792
93.9	-70.0807
94	-70.0821
94.1	-70.0836
94.2	-70.085
94.3	-70.0864
94.4	-70.0878
94.5	-70.0892
94.6	-70.0906
94.7	-70.092
94.8	-70.0934
94.9	-70.0948
95	-70.0962
95.1	-70.0976
95.2	-70.099
95.3	-70.1003
95.4	-70.1017
95.5	-70.1031
95.6	-70.1044
95.7	-70.1058
95.8	-70.1071
95.9	-70.1084
96	-70.1098
96.1	-70.1111
96.2	-70.1124
96.3	-70.1137
96.4	-70.115
96.5	-70.1163
96.6	-70.1176
96.7	-70.1189
96.8	-70.1202
96.9	-70.1215
97	-70.1228
97.1	-70.124
97.2	-70.1253
97.3	-70.1266
97.4	-70.1278
97.5	-70.1291
97.6	-70.1303
97.7	-70.1316
97.8	-70.1328
97.9	-70.134
98	-70.1353
98.1	-70.1365
98.2	-70.1377
98.3	-70.1389
98.4	-70.1401
98.5	-70.1413
98.6	-70.1425
98.7	-70.1437
98.8	-70.1449
98.9	-70.1461
99	-70.1472
99.1	-70.1484
99.2	-70.1496
99.3	-70.1508
99.4	-70.1519
99.5	-70.1531
99.6	-70.1542
99.7	-70.1549
99.8	-70.1541
99.9	-70.1514
