t	v
36.8	-67.2569
36.9	-67.2595
37	-67.2623
37.1	-67.2654
37.2	-67.2687
37.3	-67.2722
37.4	-67.2759
37.5	-67.2798
37.6	-67.284
37.7	-67.2883
37.8	-67.2928
37.9	-67.2975
38	-67.3024
38.1	-67.3074
38.2	-67.3126
38.3	-67.318
38.4	-67.3235
38.5	-67.3292
38.6	-67.335
38.7	-67.341
38.8	-67.3471
38.9	-67.3533
39	-67.3596
39.1	-67.3661
39.2	-67.3727
39.3	-67.3794
39.4	-67.3862
39.5	-67.3931
39.6	-67.4001
39.7	-67.4072
39.8	-67.4144
39.9	-67.4217
40	-67.429
40.1	-67.4365
40.2	-67.444
40.3	-67.4516
40.4	-67.4506
40.5	-67.4461
40.6	-67.4417
40.7	-67.4368
40.8	-67.4336
40.9	-67.4308
41	-67.4299
41.1	-67.4297
41.2	-67.431
41.3	-67.433
41.4	-67.4363
41.5	-67.4402
41.6	-67.4449
41.7	-67.4502
41.8	-67.4561
41.9	-67.4625
42	-67.4693
42.1	-67.4764
42.2	-67.4839
42.3	-67.4916
42.4	-67.4996
42.5	-67.5077
42.6	-67.516
42.7	-67.5245
42.8	-67.5331
42.9	-67.5418
43	-67.5506
43.1	-67.5595
43.2	-67.5684
43.3	-67.5774
43.4	-67.5865
43.5	-67.5956
43.6	-67.6047
43.7	-67.6139
43.8	-67.6231
43.9	-67.6323
44	-67.6416
44.1	-67.6509
44.2	-67.6601
44.3	-67.6694
44.4	-67.6787
44.5	-67.688
44.6	-67.6973
44.7	-67.7067
44.8	-67.716
44.9	-67.7253
45	-67.7346
45.1	-67.7439
45.2	-67.7532
45.3	-67.7625
45.4	-67.7718
45.5	-67.7811
45.6	-67.7904
45.7	-67.7997
45.8	-67.809
45.9	-67.8182
46	-67.8275
46.1	-67.8367
46.2	-67.846
46.3	-67.8552
46.4	-67.8644
46.5	-67.8736
46.6	-67.8828
46.7	-67.8919
46.8	-67.9011
46.9	-67.9102
47	-67.9194
47.1	-67.9285
47.2	-67.9376
47.3	-67.9467
47.4	-67.9557
47.5	-67.9648
47.6	-67.9738
47.7	-67.9828
47.8	-67.9918
47.9	-68.0008
48	-68.0098
48.1	-68.0187
48.2	-68.0276
48.3	-68.0365
48.4	-68.0454
48.5	-68.0543
48.6	-68.0631
48.7	-68.072
48.8	-68.0808
48.9	-68.0896
49	-68.0983
49.1	-68.1071
49.2	-68.1158
49.3	-68.1245
49.4	-68.1332
49.5	-68.133
49.6	-68.1292
49.7	-68.1256
49.8	-68.1212
49.9	-68.1185
50	-68.1162
50.1	-68.1156
50.2	-68.1157
50.3	-68.1172
50.4	-68.1195
50.5	-68.1228
50.6	-68.1267
50.7	-68.1315
50.8	-68.1367
50.9	-68.1425
51	-68.1472
51.1	-68.1493
51.2	-68.1487
51.3	-68.1459
51.4	-68.1409
51.5	-68.1342
51.6	-68.1259
51.7	-68.1164
51.8	-68.1057
51.9	-68.0942
52	-68.082
52.1	-68.0692
52.2	-68.0559
52.3	-68.0424
52.4	-68.0287
52.5	-68.0149
52.6	-68.0011
52.7	-67.9874
52.8	-67.9737
52.9	-67.9603
53	-67.9471
53.1	-67.9342
53.2	-67.9215
53.3	-67.9093
53.4	-67.8973
53.5	-67.8858
53.6	-67.8746
53.7	-67.8638
53.8	-67.8535
53.9	-67.8436
54	-67.8341
54.1	-67.825
54.2	-67.8164
54.3	-67.8082
54.4	-67.8005
54.5	-67.7931
54.6	-67.7862
54.7	-67.7798
54.8	-67.7737
54.9	-67.768
55	-67.7628
55.1	-67.7579
55.2	-67.7535
55.3	-67.7494
55.4	-67.7457
55.5	-67.7424
55.6	-67.7394
55.7	-67.7368
55.8	-67.7345
55.9	-67.7325
56	-67.7309
56.1	-67.7296
56.2	-67.7286
56.3	-67.7279
56.4	-67.7275
56.5	-67.7274
56.6	-67.7276
56.7	-67.728
56.8	-67.7287
56.9	-67.7296
57	-67.7308
57.1	-67.7323
57.2	-67.734
57.3	-67.7359
57.4	-67.738
57.5	-67.7403
57.6	-67.7429
57.7	-67.7456
57.8	-67.7486
57.9	-67.7517
58	-67.7462
58.1	-67.7374
58.2	-67.7288
58.3	-67.7198
58.4	-67.7125
58.5	-67.7059
58.6	-67.7011
58.7	-67.6972
58.8	-67.6949
58.9	-67.6934
59	-67.6932
59.1	-67.6937
59.2	-67.6952
59.3	-67.6973
59.4	-67.7001
59.5	-67.7034
59.6	-67.7072
59.7	-67.7114
59.8	-67.7161
59.9	-67.721
60	-67.7263
60.1	-67.7318
60.2	-67.7376
60.3	-67.7435
60.4	-67.7496
60.5	-67.7559
60.6	-67.7624
60.7	-67.769
60.8	-67.7757
60.9	-67.7825
61	-67.7894
61.1	-67.7964
61.2	-67.8035
61.3	-67.8107
61.4	-67.818
61.5	-67.8253
61.6	-67.8327
61.7	-67.8401
61.8	-67.8476
61.9	-67.8551
62	-67.8627
62.1	-67.8703
62.2	-67.878
62.3	-67.8857
62.4	-67.8934
62.5	-67.9012
62.6	-67.909
62.7	-67.9168
62.8	-67.9247
62.9	-67.9326
63	-67.9405
63.1	-67.9484
63.2	-67.9564
63.3	-67.9643
63.4	-67.9723
63.5	-67.9803
63.6	-67.9884
63.7	-67.9964
63.8	-68.0044
63.9	-68.0125
64	-68.0206
64.1	-68.0286
64.2	-68.0367
64.3	-68.0448
64.4	-68.0529
64.5	-68.061
64.6	-68.0691
64.7	-68.0772
64.8	-68.0853
64.9	-68.0934
65	-68.1016
65.1	-68.1097
65.2	-68.1178
65.3	-68.1259
65.4	-68.134
65.5	-68.1421
65.6	-68.1502
65.7	-68.1583
65.8	-68.1664
65.9	-68.1745
66	-68.1826
66.1	-68.1907
66.2	-68.1987
66.3	-68.2068
66.4	-68.2148
66.5	-68.2229
66.6	-68.2309
66.7	-68.2389
66.8	-68.2469
66.9	-68.255
67	-68.2629
67.1	-68.2709
67.2	-68.2789
67.3	-68.278
67.4	-68.2735
67.5	-68.2691
67.6	-68.2641
67.7	-68.2607
67.8	-68.2577
67.9	-68.2564
68	-68.2558
68.1	-68.2567
68.2	-68.2583
68.3	-68.261
68.4	-68.2643
68.5	-68.2684
68.6	-68.273
68.7	-68.2782
68.8	-68.2838
68.9	-68.2898
69	-68.296
69.1	-68.3026
69.2	-68.3093
69.3	-68.3163
69.4	-68.3234
69.5	-68.3306
69.6	-68.338
69.7	-68.3454
69.8	-68.3529
69.9	-68.3605
70	-68.3681
70.1	-68.3757
70.2	-68.3834
70.3	-68.3911
70.4	-68.3988
70.5	-68.4065
70.6	-68.4142
70.7	-68.4219
70.8	-68.4296
70.9	-68.4373
71	-68.445
71.1	-68.4527
71.2	-68.4603
71.3	-68.468
71.4	-68.4756
71.5	-68.4832
71.6	-68.4909
71.7	-68.4984
71.8	-68.506
71.9	-68.5136
72	-68.5211
72.1	-68.5286
72.2	-68.5361
72.3	-68.5436
72.4	-68.551
72.5	-68.5585
72.6	-68.5659
72.7	-68.5733
72.8	-68.5806
72.9	-68.588
73	-68.5953
73.1	-68.6026
73.2	-68.6099
73.3	-68.6171
73.4	-68.6244
73.5	-68.6316
73.6	-68.6388
73.7	-68.646
73.8	-68.6531
73.9	-68.6602
74	-68.6673
74.1	-68.6744
74.2	-68.6815
74.3	-68.6885
74.4	-68.6955
74.5	-68.7025
74.6	-68.7095
74.7	-68.7165
74.8	-68.7234
74.9	-68.7303
75	-68.7372
75.1	-68.7441
75.2	-68.7509
75.3	-68.7577
75.4	-68.7645
75.5	-68.7713
75.6	-68.7781
75.7	-68.7848
75.8	-68.7915
75.9	-68.7982
76	-68.8049
76.1	-68.8115
76.2	-68.8181
76.3	-68.8248
76.4	-68.8313
76.5	-68.8379
76.6	-68.8355
76.7	-68.8295
76.8	-68.8236
76.9	-68.817
77	-68.812
77.1	-68.8075
77.2	-68.8047
77.3	-68.8026
77.4	-68.8019
77.5	-68.802
77.6	-68.8032
77.7	-68.8049
77.8	-68.8075
77.9	-68.8106
78	-68.8143
78.1	-68.8183
78.2	-68.8228
78.3	-68.8275
78.4	-68.8325
78.5	-68.8378
78.6	-68.8432
78.7	-68.8487
78.8	-68.8545
78.9	-68.8603
79	-68.8662
79.1	-68.8721
79.2	-68.8781
79.3	-68.8842
79.4	-68.8903
79.5	-68.8964
79.6	-68.9026
79.7	-68.9087
79.8	-68.9149
79.9	-68.921
80	-68.9272
80.1	-68.9334
80.2	-68.9395
80.3	-68.9457
80.4	-68.9518
80.5	-68.9579
80.6	-68.9641
80.7	-68.9702
80.8	-68.9762
80.9	-68.9823
81	-68.9884
81.1	-68.9944
81.2	-69.0004
81.3	-69.0064
81.4	-69.0124
81.5	-69.0184
81.6	-69.0243
81.7	-69.0302
81.8	-69.0361
81.9	-69.042
82	-69.0479
82.1	-69.0537
82.2	-69.0595
82.3	-69.0654
82.4	-69.0711
82.5	-69.0769
82.6	-69.0827
82.7	-69.0884
82.8	-69.0941
82.9	-69.0998
83	-69.1055
83.1	-69.1111
83.2	-69.1168
83.3	-69.1224
83.4	-69.128
83.5	-69.1336
83.6	-69.1391
83.7	-69.1447
83.8	-69.1502
83.9	-69.1557
84	-69.1612
84.1	-69.1666
84.2	-69.1721
84.3	-69.1775
84.4	-69.1829
84.5	-69.1883
84.6	-69.1937
84.7	-69.199
84.8	-69.2044
84.9	-69.2097
85	-69.215
85.1	-69.2203
85.2	-69.2255
85.3	-69.2308
85.4	-69.236
85.5	-69.2412
85.6	-69.2464
85.7	-69.2516
85.8	-69.2477
85.9	-69.2403
86	-69.2329
86.1	-69.2248
86.2	-69.2185
86.3	-69.2125
86.4	-69.2082
86.5	-69.2047
86.6	-69.2027
86.7	-69.2013
86.8	-69.2011
86.9	-69.2015
87	-69.2028
87.1	-69.2045
87.2	-69.2068
87.3	-69.2095
87.4	-69.2127
87.5	-69.216
87.6	-69.2198
87.7	-69.2237
87.8	-69.2278
87.9	-69.232
88	-69.2364
88.1	-69.2409
88.2	-69.2455
88.3	-69.2502
88.4	-69.2549
88.5	-69.2597
88.6	-69.2645
88.7	-69.2694
88.8	-69.2742
88.9	-69.2791
89	-69.284
89.1	-69.2889
89.2	-69.2938
89.3	-69.2987
89.4	-69.3037
89.5	-69.3086
89.6	-69.3135
89.7	-69.3183
89.8	-69.3232
89.9	-69.3281
90	-69.3329
90.1	-69.3378
90.2	-69.3426
90.3	-69.3474
90.4	-69.3523
90.5	-69.357
90.6	-69.3618
90.7	-69.3666
90.8	-69.3713
90.9	-69.3761
91	-69.3808
91.1	-69.3855
91.2	-69.3902
91.3	-69.3948
91.4	-69.3995
91.5	-69.4041
91.6	-69.4088
91.7	-69.4134
91.8	-69.418
91.9	-69.4225
92	-69.4271
92.1	-69.4316
92.2	-69.4362
92.3	-69.4407
92.4	-69.4452
92.5	-69.4497
92.6	-69.4541
92.7	-69.4586
92.8	-69.463
92.9	-69.4674
93	-69.4718
93.1	-69.4762
93.2	-69.4806
93.3	-69.485
93.4	-69.4893
93.5	-69.4937
93.6	-69.498
93.7	-69.5023
93.8	-69.5066
93.9	-69.5108
94	-69.5151
94.1	-69.5193
94.2	-69.5236
94.3	-69.5278
94.4	-69.532
94.5	-69.5362
94.6	-69.5403
94.7	-69.5445
94.8	-69.5486
94.9	-69.5527
95	-69.5569
95.1	-69.561
95.2	-69.565
95.3	-69.5691
95.4	-69.5732
95.5	-69.5772
95.6	-69.5812
95.7	-69.5762
95.8	-69.5675
95.9	-69.559
96	-69.5497
96.1	-69.5422
96.2	-69.535
96.3	-69.5296
96.4	-69.5249
96.5	-69.5218
96.6	-69.5193
96.7	-69.518
96.8	-69.5172
96.9	-69.5174
97	-69.518
97.1	-69.5192
97.2	-69.5208
97.3	-69.5228
97.4	-69.5251
97.5	-69.5278
97.6	-69.5306
97.7	-69.5336
97.8	-69.5368
97.9	-69.5401
98	-69.5436
98.1	-69.5471
98.2	-69.5507
98.3	-69.5544
98.4	-69.5582
98.5	-69.5619
98.6	-69.5657
98.7	-69.5696
98.8	-69.5734
98.9	-69.5773
99	-69.5812
99.1	-69.5851
99.2	-69.589
99.3	-69.5929
99.4	-69.5968
99.5	-69.6007
99.6	-69.6046
99.7	-69.6084
99.8	-69.6123
99.9	-69.6162
