t	v
17.3	-59.4772
17.4	-59.4601
17.5	-59.4435
17.6	-59.4274
17.7	-59.4118
17.8	-59.3967
17.9	-59.3821
18	-59.3681
18.1	-59.3547
18.2	-59.3418
18.3	-59.3294
18.4	-59.3176
18.5	-59.3064
18.6	-59.2957
18.7	-59.2856
18.8	-59.276
18.9	-59.267
19	-59.2584
19.1	-59.2504
19.2	-59.2429
19.3	-59.2359
19.4	-59.2294
19.5	-59.2233
19.6	-59.2177
19.7	-59.2126
19.8	-59.2079
19.9	-59.2036
20	-59.1997
20.1	-59.1962
20.2	-59.1931
20.3	-59.1904
20.4	-59.188
20.5	-59.186
20.6	-59.1843
20.7	-59.183
20.8	-59.1819
20.9	-59.1812
21	-59.1808
21.1	-59.1806
21.2	-59.1807
21.3	-59.1811
21.4	-59.1818
21.5	-59.1827
21.6	-59.1838
21.7	-59.1851
21.8	-59.1867
21.9	-59.1884
22	-59.1904
22.1	-59.1926
22.2	-59.1949
22.3	-59.1974
22.4	-59.2001
22.5	-59.203
22.6	-59.206
22.7	-59.2091
22.8	-59.2124
22.9	-59.2158
23	-59.2194
23.1	-59.2231
23.2	-59.2269
23.3	-59.2307
23.4	-59.2347
23.5	-59.2388
23.6	-59.243
23.7	-59.2473
23.8	-59.2517
23.9	-59.2561
24	-59.2607
24.1	-59.2652
24.2	-59.2699
24.3	-59.2746
24.4	-59.2794
24.5	-59.2842
24.6	-59.2891
24.7	-59.294
24.8	-59.299
24.9	-59.304
25	-59.309
25.1	-59.3141
25.2	-59.3192
25.3	-59.3244
25.4	-59.3295
25.5	-59.3347
25.6	-59.3399
25.7	-59.3451
25.8	-59.3504
25.9	-59.3556
26	-59.3609
26.1	-59.3662
26.2	-59.3714
26.3	-59.3767
26.4	-59.382
26.5	-59.3873
26.6	-59.3925
26.7	-59.3978
26.8	-59.4031
26.9	-59.4083
27	-59.4136
27.1	-59.4178
27.2	-59.42
27.3	-59.4202
27.4	-59.419
27.5	-59.4163
27.6	-59.4126
27.7	-59.408
27.8	-59.4025
27.9	-59.3965
28	-59.39
28.1	-59.3831
28.2	-59.3759
28.3	-59.3686
28.4	-59.3612
28.5	-59.3537
28.6	-59.3462
28.7	-59.3389
28.8	-59.3316
28.9	-59.3246
29	-59.3177
29.1	-59.311
29.2	-59.3046
29.3	-59.2985
29.4	-59.2926
29.5	-59.287
29.6	-59.2817
29.7	-59.2768
29.8	-59.2721
29.9	-59.2677
30	-59.2637
30.1	-59.26
30.2	-59.2566
30.3	-59.2535
30.4	-59.2507
30.5	-59.2482
30.6	-59.246
30.7	-59.2441
30.8	-59.2424
30.9	-59.2411
31	-59.24
31.1	-59.2392
31.2	-59.2387
31.3	-59.2384
31.4	-59.2384
31.5	-59.2386
31.6	-59.239
31.7	-59.2396
31.8	-59.2405
31.9	-59.2415
32	-59.2428
32.1	-59.2443
32.2	-59.2459
32.3	-59.2478
32.4	-59.2498
32.5	-59.2519
32.6	-59.2543
32.7	-59.2568
32.8	-59.2594
32.9	-59.2622
33	-59.2651
33.1	-59.2681
33.2	-59.2712
33.3	-59.2745
33.4	-59.2779
33.5	-59.2814
33.6	-59.285
33.7	-59.2887
33.8	-59.2925
33.9	-59.2963
34	-59.3003
34.1	-59.3043
34.2	-59.3084
34.3	-59.3126
34.4	-59.3169
34.5	-59.3212
34.6	-59.3255
34.7	-59.3299
34.8	-59.3344
34.9	-59.3389
35	-59.3435
35.1	-59.3481
35.2	-59.3527
35.3	-59.3574
35.4	-59.3621
35.5	-59.3668
35.6	-59.3716
35.7	-59.3764
35.8	-59.3812
35.9	-59.386
36	-59.3908
36.1	-59.3957
36.2	-59.4006
36.3	-59.4054
36.4	-59.4103
36.5	-59.4152
36.6	-59.4201
36.7	-59.425
36.8	-59.4299
36.9	-59.4348
37	-59.4397
37.1	-59.4446
37.2	-59.4495
37.3	-59.4543
37.4	-59.4592
37.5	-59.4641
37.6	-59.4689
37.7	-59.4738
37.8	-59.4786
37.9	-59.4834
38	-59.4882
38.1	-59.493
38.2	-59.4977
38.3	-59.5025
38.4	-59.5072
38.5	-59.5119
38.6	-59.5166
38.7	-59.5212
38.8	-59.5259
38.9	-59.5305
39	-59.5351
39.1	-59.5397
39.2	-59.5442
39.3	-59.5487
39.4	-59.5532
39.5	-59.5577
39.6	-59.5621
39.7	-59.5665
39.8	-59.5709
39.9	-59.5753
40	-59.5796
40.1	-59.5839
40.2	-59.5882
40.3	-59.5924
40.4	-59.5966
40.5	-59.6008
40.6	-59.605
40.7	-59.6091
40.8	-59.6132
40.9	-59.6172
41	-59.6213
41.1	-59.6253
41.2	-59.6292
41.3	-59.6332
41.4	-59.6371
41.5	-59.641
41.6	-59.6448
41.7	-59.6486
41.8	-59.6524
41.9	-59.6562
42	-59.6599
42.1	-59.6636
42.2	-59.6672
42.3	-59.6708
42.4	-59.6744
42.5	-59.678
42.6	-59.6815
42.7	-59.685
42.8	-59.6885
42.9	-59.6919
43	-59.6953
43.1	-59.6987
43.2	-59.702
43.3	-59.7053
43.4	-59.7086
43.5	-59.7119
43.6	-59.7151
43.7	-59.7183
43.8	-59.7214
43.9	-59.7246
44	-59.7277
44.1	-59.7307
44.2	-59.7338
44.3	-59.7368
44.4	-59.7398
44.5	-59.7427
44.6	-59.7456
44.7	-59.7485
44.8	-59.7514
44.9	-59.7542
45	-59.757
45.1	-59.7598
45.2	-59.7625
45.3	-59.7653
45.4	-59.768
45.5	-59.7706
45.6	-59.7733
45.7	-59.7759
45.8	-59.7785
45.9	-59.781
46	-59.7835
46.1	-59.786
46.2	-59.7885
46.3	-59.791
46.4	-59.7934
46.5	-59.7958
46.6	-59.7982
46.7	-59.8005
46.8	-59.8028
46.9	-59.8051
47	-59.8074
47.1	-59.8097
47.2	-59.8119
47.3	-59.8141
47.4	-59.8163
47.5	-59.8184
47.6	-59.8206
47.7	-59.8227
47.8	-59.8248
47.9	-59.8268
48	-59.8289
48.1	-59.8309
48.2	-59.8329
48.3	-59.8348
48.4	-59.8368
48.5	-59.8387
48.6	-59.8406
48.7	-59.8425
48.8	-59.8444
48.9	-59.8462
49	-59.8481
49.1	-59.8499
49.2	-59.8516
49.3	-59.8534
49.4	-59.8551
49.5	-59.8569
49.6	-59.8586
49.7	-59.8603
49.8	-59.8619
49.9	-59.8636
50	-59.8652
50.1	-59.8668
50.2	-59.8684
50.3	-59.87
50.4	-59.8715
50.5	-59.8731
50.6	-59.8746
50.7	-59.8761
50.8	-59.8776
50.9	-59.8791
51	-59.8805
51.1	-59.8819
51.2	-59.8834
51.3	-59.8848
51.4	-59.8862
51.5	-59.8875
51.6	-59.8889
51.7	-59.8902
51.8	-59.8915
51.9	-59.8929
52	-59.8941
52.1	-59.8954
52.2	-59.8967
52.3	-59.8979
52.4	-59.8992
52.5	-59.9004
52.6	-59.9016
52.7	-59.9028
52.8	-59.904
52.9	-59.9051
53	-59.9063
53.1	-59.9074
53.2	-59.9085
53.3	-59.9096
53.4	-59.9107
53.5	-59.9118
53.6	-59.9129
53.7	-59.914
53.8	-59.915
53.9	-59.916
54	-59.9171
54.1	-59.9181
54.2	-59.9191
54.3	-59.9201
54.4	-59.921
54.5	-59.922
54.6	-59.9229
54.7	-59.9239
54.8	-59.9248
54.9	-59.9257
55	-59.9266
55.1	-59.9275
55.2	-59.9284
55.3	-59.9293
55.4	-59.9302
55.5	-59.931
55.6	-59.9319
55.7	-59.9327
55.8	-59.9335
55.9	-59.9343
56	-59.9351
56.1	-59.9359
56.2	-59.9367
56.3	-59.9375
56.4	-59.9383
56.5	-59.939
56.6	-59.9398
56.7	-59.9405
56.8	-59.9412
56.9	-59.942
57	-59.9427
57.1	-59.9434
57.2	-59.9441
57.3	-59.9448
57.4	-59.9454
57.5	-59.9461
57.6	-59.9468
57.7	-59.9474
57.8	-59.9481
57.9	-59.9487
58	-59.9493
58.1	-59.95
58.2	-59.9506
58.3	-59.9512
58.4	-59.9518
58.5	-59.9524
58.6	-59.953
58.7	-59.9536
58.8	-59.9541
58.9	-59.9547
59	-59.9553
59.1	-59.9558
59.2	-59.9564
59.3	-59.9569
59.4	-59.9574
59.5	-59.958
59.6	-59.9585
59.7	-59.959
59.8	-59.9595
59.9	-59.96
60	-59.9605
60.1	-59.961
60.2	-59.9615
60.3	-59.962
60.4	-59.9624
60.5	-59.9629
60.6	-59.9633
60.7	-59.9638
60.8	-59.9643
60.9	-59.9647
61	-59.9651
61.1	-59.9656
61.2	-59.966
61.3	-59.9664
61.4	-59.9668
61.5	-59.9673
61.6	-59.9677
61.7	-59.9681
61.8	-59.9685
61.9	-59.9689
62	-59.9692
62.1	-59.9696
62.2	-59.97
62.3	-59.9704
62.4	-59.9707
62.5	-59.9711
62.6	-59.9715
62.7	-59.9718
62.8	-59.9722
62.9	-59.9725
63	-59.9729
63.1	-59.9732
63.2	-59.9735
63.3	-59.9739
63.4	-59.9742
63.5	-59.9745
63.6	-59.9748
63.7	-59.9752
63.8	-59.9755
63.9	-59.9758
64	-59.9761
64.1	-59.9764
64.2	-59.9767
64.3	-59.977
64.4	-59.9773
64.5	-59.9775
64.6	-59.9778
64.7	-59.9781
64.8	-59.9784
64.9	-59.9787
65	-59.9789
65.1	-59.9792
65.2	-59.9794
65.3	-59.9797
65.4	-59.98
65.5	-59.9802
65.6	-59.9805
65.7	-59.9807
65.8	-59.981
65.9	-59.9812
66	-59.9814
66.1	-59.9817
66.2	-59.9819
66.3	-59.9821
66.4	-59.9824
66.5	-59.9826
66.6	-59.983
66.7	-59.9836
66.8	-59.9847
66.9	-59.9862
67	-59.988
67.1	-59.9903
67.2	-59.9929
67.3	-59.9957
67.4	-59.9988
67.5	-60.0019
67.6	-60.0052
67.7	-60.0086
67.8	-60.0119
67.9	-60.0153
68	-60.0187
68.1	-60.022
68.2	-60.0253
68.3	-60.0285
68.4	-60.0317
68.5	-60.0348
68.6	-60.0378
68.7	-60.0408
68.8	-60.0436
68.9	-60.0464
69	-60.0491
69.1	-60.0517
69.2	-60.0543
69.3	-60.0567
69.4	-60.0591
69.5	-60.0614
69.6	-60.0636
69.7	-60.0658
69.8	-60.0678
69.9	-60.0698
70	-60.0718
70.1	-60.0736
70.2	-60.0754
70.3	-60.0771
70.4	-60.0788
70.5	-60.0804
70.6	-60.0819
70.7	-60.0834
70.8	-60.0848
70.9	-60.0862
71	-60.0874
71.1	-60.0887
71.2	-60.0899
71.3	-60.091
71.4	-60.0921
71.5	-60.0931
71.6	-60.0941
71.7	-60.095
71.8	-60.0959
71.9	-60.0968
72	-60.0976
72.1	-60.0983
72.2	-60.099
72.3	-60.0997
72.4	-60.1003
72.5	-60.1009
72.6	-60.1015
72.7	-60.102
72.8	-60.1025
72.9	-60.1029
73	-60.1033
73.1	-60.1037
73.2	-60.104
73.3	-60.1044
73.4	-60.1046
73.5	-60.1049
73.6	-60.1051
73.7	-60.1053
73.8	-60.1055
73.9	-60.1056
74	-60.1057
74.1	-60.1058
74.2	-60.1059
74.3	-60.1059
74.4	-60.1059
74.5	-60.1059
74.6	-60.1059
74.7	-60.1059
74.8	-60.1058
74.9	-60.1057
75	-60.1056
75.1	-60.1055
75.2	-60.1053
75.3	-60.1052
75.4	-60.105
75.5	-60.1048
75.6	-60.1046
75.7	-60.1044
75.8	-60.1041
75.9	-60.1039
76	-60.1036
76.1	-60.1033
76.2	-60.103
76.3	-60.1027
76.4	-60.1024
76.5	-60.102
76.6	-60.1017
76.7	-60.1013
76.8	-60.101
76.9	-60.1006
77	-60.1002
77.1	-60.0998
77.2	-60.0994
77.3	-60.099
77.4	-60.0986
77.5	-60.0981
77.6	-60.0977
77.7	-60.0972
77.8	-60.0968
77.9	-60.0963
78	-60.0958
78.1	-60.0954
78.2	-60.0949
78.3	-60.0944
78.4	-60.0939
78.5	-60.0934
78.6	-60.0929
78.7	-60.0924
78.8	-60.0919
78.9	-60.0914
79	-60.0909
79.1	-60.0903
79.2	-60.0898
79.3	-60.0893
79.4	-60.0887
79.5	-60.0882
79.6	-60.0877
79.7	-60.0871
79.8	-60.0866
79.9	-60.086
80	-60.0855
80.1	-60.0849
80.2	-60.0844
80.3	-60.0838
80.4	-60.0833
80.5	-60.0827
80.6	-60.0822
80.7	-60.0816
80.8	-60.081
80.9	-60.0805
81	-60.0799
81.1	-60.0794
81.2	-60.0788
81.3	-60.0782
81.4	-60.0777
81.5	-60.0771
81.6	-60.0765
81.7	-60.076
81.8	-60.0754
81.9	-60.0749
82	-60.0743
82.1	-60.0738
82.2	-60.0732
82.3	-60.0726
82.4	-60.0721
82.5	-60.0715
82.6	-60.071
82.7	-60.0704
82.8	-60.0699
82.9	-60.0693
83	-60.0688
83.1	-60.0682
83.2	-60.0677
83.3	-60.0672
83.4	-60.0666
83.5	-60.0661
83.6	-60.0655
83.7	-60.065
83.8	-60.0645
83.9	-60.0639
84	-60.0634
84.1	-60.0629
84.2	-60.0624
84.3	-60.0618
84.4	-60.0613
84.5	-60.0608
84.6	-60.0603
84.7	-60.0598
84.8	-60.0593
84.9	-60.0588
85	-60.0583
85.1	-60.0578
85.2	-60.0573
85.3	-60.0568
85.4	-60.0563
85.5	-60.0558
85.6	-60.0553
85.7	-60.0548
85.8	-60.0543
85.9	-60.0538
86	-60.0534
86.1	-60.0529
86.2	-60.0524
86.3	-60.0519
86.4	-60.0515
86.5	-60.051
86.6	-60.0506
86.7	-60.0501
86.8	-60.0496
86.9	-60.0492
87	-60.0487
87.1	-60.0483
87.2	-60.0479
87.3	-60.0474
87.4	-60.047
87.5	-60.0465
87.6	-60.0461
87.7	-60.0457
87.8	-60.0453
87.9	-60.0448
88	-60.0444
88.1	-60.044
88.2	-60.0436
88.3	-60.0432
88.4	-60.0428
88.5	-60.0424
88.6	-60.042
88.7	-60.0416
88.8	-60.0412
88.9	-60.0408
89	-60.0404
89.1	-60.04
89.2	-60.0396
89.3	-60.0392
89.4	-60.0389
89.5	-60.0385
89.6	-60.0381
89.7	-60.0377
89.8	-60.0374
89.9	-60.037
90	-60.0367
90.1	-60.0363
90.2	-60.0359
90.3	-60.0356
90.4	-60.0352
90.5	-60.0349
90.6	-60.0346
90.7	-60.0342
90.8	-60.0339
90.9	-60.0335
91	-60.0332
91.1	-60.0329
91.2	-60.0326
91.3	-60.0322
91.4	-60.0319
91.5	-60.0316
91.6	-60.0313
91.7	-60.031
91.8	-60.0307
91.9	-60.0304
92	-60.0301
92.1	-60.0298
92.2	-60.0295
92.3	-60.0292
92.4	-59.9988
92.5	-59.9494
92.6	-59.9003
92.7	-59.8499
92.8	-59.8052
92.9	-59.7639
93	-59.7287
93.1	-59.6979
93.2	-59.6723
93.3	-59.6506
93.4	-59.6331
93.5	-59.6186
93.6	-59.6073
93.7	-59.5983
93.8	-59.5916
93.9	-59.5866
94	-59.5833
94.1	-59.5813
94.2	-59.5804
94.3	-59.5804
94.4	-59.5813
94.5	-59.5828
94.6	-59.5848
94.7	-59.5873
94.8	-59.5902
94.9	-59.5934
95	-59.5968
95.1	-59.6004
95.2	-59.6042
95.3	-59.6081
95.4	-59.6122
95.5	-59.6163
95.6	-59.6204
95.7	-59.6246
95.8	-59.6289
95.9	-59.6331
96	-59.6363
96.1	-59.6374
96.2	-59.6367
96.3	-59.6344
96.4	-59.6307
96.5	-59.6259
96.6	-59.6202
96.7	-59.6137
96.8	-59.6065
96.9	-59.5988
97	-59.5908
97.1	-59.5825
97.2	-59.5739
97.3	-59.5653
97.4	-59.5566
97.5	-59.5479
97.6	-59.5393
97.7	-59.5308
97.8	-59.5224
97.9	-59.5142
98	-59.5062
98.1	-59.4985
98.2	-59.491
98.3	-59.4837
98.4	-59.4768
98.5	-59.4701
98.6	-59.4638
98.7	-59.4577
98.8	-59.452
98.9	-59.4465
99	-59.4414
99.1	-59.4366
99.2	-59.432
99.3	-59.4278
99.4	-59.4239
99.5	-59.4203
99.6	-59.4169
99.7	-59.4139
99.8	-59.4111
99.9	-59.3395
